video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-finance-yahoo_finance-scenario2-video,19,817,827,839,848,226,487
popular_study-finance-yahoo_finance-scenario2-video,20,849,859,885,904,235,767
popular_study-finance-yahoo_finance-scenario2-video,21,905,905,905,917,0,0
popular_study-finance-yahoo_finance-scenario2-video,22,918,932,941,950,233,388
popular_study-finance-yahoo_finance-scenario2-video,23,951,966,976,983,248,418
popular_study-food_and_drink-postmates-scenario1-video,1,10,11,19,64,68,203
popular_study-food_and_drink-postmates-scenario1-video,2,65,80,91,99,274,455
popular_study-food_and_drink-postmates-scenario1-video,3,100,115,125,153,267,426
popular_study-food_and_drink-postmates-scenario1-video,4,154,154,154,177,0,0
popular_study-food_and_drink-postmates-scenario1-video,5,178,179,190,218,66,246
popular_study-food_and_drink-postmates-scenario1-video,6,219,222,235,247,89,303
popular_study-food_and_drink-postmates-scenario1-video,7,248,251,252,259,99,125
popular_study-food_and_drink-postmates-scenario1-video,8,260,261,262,280,19,43
popular_study-food_and_drink-postmates-scenario1-video,9,281,283,301,301,78,463
popular_study-food_and_drink-postmates-scenario1-video,10,302,306,306,311,100,100
popular_study-food_and_drink-postmates-scenario1-video,11,312,316,320,331,100,180
popular_study-food_and_drink-postmates-scenario1-video,12,332,343,557,557,273,4653
popular_study-food_and_drink-postmates-scenario1-video,13,558,562,827,828,148,7502
popular_study-food_and_drink-postmates-scenario1-video,14,829,833,875,895,102,814
popular_study-food_and_drink-postmates-scenario1-video,15,896,910,925,965,249,502
popular_study-food_and_drink-postmates-scenario1-video,16,966,968,968,1021,101,101
popular_study-food_and_drink-postmates-scenario1-video,17,1022,1025,1038,1038,97,333
popular_study-food_and_drink-postmates-scenario1-video,18,1039,1046,1064,1064,120,521
popular_study-food_and_drink-postmates-scenario1-video,19,1065,1066,1069,1073,15,115
popular_study-food_and_drink-postmates-scenario1-video,20,1074,1078,1079,1084,88,102
popular_study-food_and_drink-postmates-scenario1-video,21,1085,1088,1114,1114,83,2109
popular_study-food_and_drink-postmates-scenario1-video,22,1115,1133,1233,1238,390,2374
popular_study-food_and_drink-postmates-scenario1-video,23,1239,1240,1255,1257,94,516
popular_study-food_and_drink-postmates-scenario1-video,24,1258,1273,1287,1300,304,559
popular_study-food_and_drink-postmates-scenario1-video,25,1301,1311,1320,1332,168,314
popular_study-food_and_drink-postmates-scenario1-video,26,1333,1337,1347,1399,84,249
popular_study-food_and_drink-postmates-scenario2-video,1,3,4,43,43,88,736
popular_study-food_and_drink-postmates-scenario2-video,2,44,61,61,61,438,438
popular_study-food_and_drink-postmates-scenario2-video,3,62,64,107,109,38,1099
popular_study-food_and_drink-postmates-scenario2-video,4,110,112,121,125,85,229
popular_study-food_and_drink-postmates-scenario2-video,5,126,131,199,199,133,2518
popular_study-food_and_drink-postmates-scenario2-video,6,200,203,246,246,91,1283
popular_study-food_and_drink-postmates-scenario2-video,7,247,259,293,293,319,1348
popular_study-food_and_drink-postmates-scenario2-video,8,294,307,323,324,389,671
popular_study-food_and_drink-postmates-scenario2-video,9,325,330,344,344,142,370
popular_study-food_and_drink-postmates-scenario2-video,10,345,347,388,388,33,729
popular_study-food_and_drink-postmates-scenario2-video,11,389,391,424,424,35,723
popular_study-food_and_drink-postmates-scenario2-video,12,425,427,453,487,33,496
popular_study-food_and_drink-tasty-scenario1-video,1,1,7,69,69,166,1224
popular_study-food_and_drink-tasty-scenario1-video,2,70,71,78,91,19,178
popular_study-food_and_drink-tasty-scenario1-video,3,92,93,101,108,17,166
popular_study-food_and_drink-tasty-scenario1-video,4,109,110,114,122,14,148
popular_study-food_and_drink-tasty-scenario1-video,5,123,124,127,132,24,101
popular_study-food_and_drink-tasty-scenario1-video,6,133,134,138,149,19,104
popular_study-food_and_drink-tasty-scenario1-video,7,150,160,215,215,250,1199
popular_study-food_and_drink-tasty-scenario1-video,8,216,220,268,268,119,908
popular_study-food_and_drink-tasty-scenario1-video,9,269,274,353,507,144,1588
popular_study-food_and_drink-tasty-scenario1-video,10,508,513,571,585,109,1098
popular_study-food_and_drink-tasty-scenario1-video,11,586,592,655,655,115,1165
popular_study-food_and_drink-tasty-scenario1-video,12,656,661,737,737,156,3336
popular_study-food_and_drink-tasty-scenario1-video,13,738,740,761,761,63,522
popular_study-food_and_drink-tasty-scenario1-video,14,762,768,803,804,158,2342
popular_study-food_and_drink-tasty-scenario1-video,15,805,817,838,838,271,636
popular_study-food_and_drink-tasty-scenario1-video,16,839,847,872,881,231,648
popular_study-food_and_drink-tasty-scenario1-video,17,882,886,958,985,123,1370
popular_study-food_and_drink-tasty-scenario1-video,18,986,990,998,1046,107,243
popular_study-food_and_drink-tasty-scenario1-video,19,1047,1048,1079,1081,18,580
popular_study-food_and_drink-tasty-scenario1-video,20,1082,1084,1107,1124,27,454
popular_study-food_and_drink-tasty-scenario2-video,1,1,15,38,49,307,691
popular_study-food_and_drink-tasty-scenario2-video,2,50,56,101,103,152,2169
popular_study-food_and_drink-tasty-scenario2-video,3,104,109,141,163,135,785
popular_study-food_and_drink-tasty-scenario2-video,4,164,170,196,196,151,671
popular_study-food_and_drink-tasty-scenario2-video,5,197,200,225,226,114,1050
popular_study-food_and_drink-tasty-scenario2-video,6,227,233,260,279,159,700
popular_study-food_and_drink-tasty-scenario2-video,7,280,286,307,310,163,598
popular_study-food_and_drink-tasty-scenario2-video,8,311,314,339,340,122,1163
popular_study-food_and_drink-tasty-scenario2-video,9,341,343,366,371,44,470
popular_study-food_and_drink-tasty-scenario2-video,10,372,376,434,434,166,1135
popular_study-food_and_drink-tasty-scenario2-video,11,435,441,489,501,151,1016
popular_study-food_and_drink-tasty-scenario2-video,12,502,503,515,521,30,232
popular_study-food_and_drink-tasty-scenario2-video,13,522,524,533,543,34,183
popular_study-food_and_drink-tasty-scenario2-video,14,544,545,549,558,30,121
popular_study-food_and_drink-tasty-scenario2-video,15,559,560,564,574,31,136
popular_study-food_and_drink-tasty-scenario2-video,16,575,579,625,629,134,952
popular_study-food_and_drink-tasty-scenario2-video,17,630,635,731,731,128,3517
popular_study-food_and_drink-tasty-scenario2-video,18,732,739,814,814,149,2344
popular_study-food_and_drink-tasty-scenario2-video,19,815,817,857,857,29,721
popular_study-food_and_drink-tasty-scenario2-video,20,858,862,932,956,114,1333
popular_study-food_and_drink-tasty-scenario2-video,21,957,971,971,1006,256,256
popular_study-food_and_drink-tasty-scenario2-video,22,1007,1009,1040,1043,31,565
popular_study-food_and_drink-tasty-scenario2-video,23,1044,1054,1071,1071,210,558
popular_study-food_and_drink-tasty-scenario2-video,24,1072,1078,1115,1115,163,811
popular_study-food_and_drink-tasty-scenario2-video,25,1116,1120,1150,1154,151,650
popular_study-food_and_drink-tasty-scenario2-video,26,1155,1159,1219,1219,164,1221
popular_study-food_and_drink-tasty-scenario2-video,27,1220,1232,1268,1268,198,1065
popular_study-food_and_drink-tasty-scenario2-video,28,1269,1278,1300,1304,187,584
popular_study-food_and_drink-tasty-scenario2-video,29,1305,1313,1355,1355,195,931
popular_study-food_and_drink-tasty-scenario2-video,30,1356,1370,1384,1413,252,526
popular_study-food_and_drink-tasty-scenario2-video,31,1414,1427,1448,1448,225,595
popular_study-health_and_fitness-calm-scenario1-video,1,44,47,76,84,100,643
popular_study-health_and_fitness-calm-scenario1-video,2,85,89,99,110,120,330
popular_study-health_and_fitness-calm-scenario1-video,3,111,124,259,259,311,2833
popular_study-health_and_fitness-calm-scenario1-video,4,260,268,291,317,157,558
popular_study-health_and_fitness-calm-scenario1-video,5,318,326,345,413,166,483
popular_study-health_and_fitness-calm-scenario1-video,6,414,420,440,487,107,432
popular_study-health_and_fitness-calm-scenario1-video,7,488,503,564,613,275,1399
popular_study-health_and_fitness-calm-scenario1-video,8,614,616,657,795,44,845
popular_study-health_and_fitness-calm-scenario1-video,9,796,806,816,931,225,425
popular_study-health_and_fitness-calm-scenario2-video,1,49,56,82,88,198,646
popular_study-health_and_fitness-calm-scenario2-video,2,89,95,118,141,140,585
popular_study-health_and_fitness-calm-scenario2-video,3,142,149,178,196,131,614
popular_study-health_and_fitness-calm-scenario2-video,4,197,203,228,251,124,560
popular_study-health_and_fitness-calm-scenario2-video,5,252,253,253,265,49,49
popular_study-health_and_fitness-calm-scenario2-video,6,266,272,309,329,152,767
popular_study-health_and_fitness-calm-scenario2-video,7,330,331,331,343,69,69
popular_study-health_and_fitness-calm-scenario2-video,8,344,351,351,409,181,181
popular_study-health_and_fitness-calm-scenario2-video,9,410,419,434,438,212,468
popular_study-health_and_fitness-calm-scenario2-video,10,439,441,458,481,44,327
popular_study-health_and_fitness-calm-scenario2-video,11,482,495,508,511,280,2066
popular_study-health_and_fitness-calm-scenario2-video,12,512,515,555,587,100,763
popular_study-health_and_fitness-calm-scenario2-video,13,588,591,605,627,102,489
popular_study-health_and_fitness-calm-scenario2-video,14,628,633,644,655,176,401
popular_study-health_and_fitness-calm-scenario2-video,15,656,660,675,689,171,453
popular_study-health_and_fitness-calm-scenario2-video,16,690,698,700,759,216,250
popular_study-health_and_fitness-lose_it-scenario1-video,1,1,6,23,23,107,399
popular_study-health_and_fitness-lose_it-scenario1-video,2,24,29,78,89,132,1046
popular_study-health_and_fitness-lose_it-scenario1-video,3,90,91,95,97,31,129
popular_study-health_and_fitness-lose_it-scenario1-video,4,98,100,105,133,32,112
popular_study-health_and_fitness-lose_it-scenario1-video,5,134,135,161,169,27,867
popular_study-health_and_fitness-lose_it-scenario1-video,6,170,182,216,221,847,1975
popular_study-health_and_fitness-lose_it-scenario1-video,7,222,235,273,285,527,2136
popular_study-health_and_fitness-lose_it-scenario1-video,8,286,287,290,308,11,90
popular_study-health_and_fitness-lose_it-scenario1-video,9,309,310,317,329,19,140
popular_study-health_and_fitness-lose_it-scenario1-video,10,330,331,339,343,18,149
popular_study-health_and_fitness-lose_it-scenario1-video,11,344,344,398,405,0,1004
popular_study-health_and_fitness-lose_it-scenario1-video,12,406,419,445,451,1615,2418
popular_study-health_and_fitness-lose_it-scenario1-video,13,452,468,490,497,662,1355
popular_study-health_and_fitness-lose_it-scenario1-video,14,498,503,564,613,138,1393
popular_study-health_and_fitness-lose_it-scenario1-video,15,614,620,654,654,151,801
popular_study-health_and_fitness-lose_it-scenario1-video,16,655,661,680,681,109,437
popular_study-health_and_fitness-lose_it-scenario1-video,17,682,684,738,746,81,1106
popular_study-health_and_fitness-lose_it-scenario1-video,18,747,748,749,749,32,65
popular_study-health_and_fitness-lose_it-scenario1-video,19,750,751,800,802,29,931
popular_study-health_and_fitness-lose_it-scenario1-video,20,803,804,806,826,30,96
popular_study-health_and_fitness-lose_it-scenario1-video,21,827,828,831,881,20,80
popular_study-health_and_fitness-lose_it-scenario1-video,22,882,899,923,929,1933,2350
popular_study-health_and_fitness-lose_it-scenario1-video,23,930,931,981,982,17,2331
popular_study-health_and_fitness-lose_it-scenario1-video,24,983,988,1053,1103,134,1415
popular_study-health_and_fitness-lose_it-scenario1-video,25,1104,1116,1136,1143,192,528
popular_study-health_and_fitness-lose_it-scenario1-video,26,1144,1161,1218,1261,307,1474
popular_study-health_and_fitness-lose_it-scenario1-video,27,1262,1273,1294,1373,329,966
popular_study-health_and_fitness-lose_it-scenario2-video,1,1,6,57,57,163,1193
popular_study-health_and_fitness-lose_it-scenario2-video,2,58,63,140,159,151,1734
popular_study-health_and_fitness-lose_it-scenario2-video,3,160,161,167,175,29,162
popular_study-health_and_fitness-lose_it-scenario2-video,4,176,177,182,183,21,144
popular_study-health_and_fitness-lose_it-scenario2-video,5,184,185,191,199,16,132
popular_study-health_and_fitness-lose_it-scenario2-video,6,200,201,204,210,25,116
popular_study-health_and_fitness-lose_it-scenario2-video,7,211,212,218,221,18,133
popular_study-health_and_fitness-lose_it-scenario2-video,8,222,223,228,237,16,119
popular_study-health_and_fitness-lose_it-scenario2-video,9,238,239,242,254,65,119
popular_study-health_and_fitness-lose_it-scenario2-video,10,255,255,258,268,0,102
popular_study-health_and_fitness-lose_it-scenario2-video,11,269,270,273,277,21,100
popular_study-health_and_fitness-lose_it-scenario2-video,12,278,279,283,290,15,115
popular_study-health_and_fitness-lose_it-scenario2-video,13,291,293,298,300,44,172
popular_study-health_and_fitness-lose_it-scenario2-video,14,301,302,308,313,15,117
popular_study-health_and_fitness-lose_it-scenario2-video,15,314,315,322,335,17,132
popular_study-health_and_fitness-lose_it-scenario2-video,16,336,337,348,375,87,268
popular_study-health_and_fitness-lose_it-scenario2-video,17,376,377,380,389,30,116
popular_study-health_and_fitness-lose_it-scenario2-video,18,390,391,395,397,15,133
popular_study-health_and_fitness-lose_it-scenario2-video,19,398,399,405,416,15,110
popular_study-health_and_fitness-lose_it-scenario2-video,20,417,423,461,463,153,970
popular_study-health_and_fitness-lose_it-scenario2-video,21,464,467,516,522,81,962
popular_study-health_and_fitness-lose_it-scenario2-video,22,523,524,534,545,83,253
popular_study-health_and_fitness-lose_it-scenario2-video,23,546,547,569,579,21,1070
popular_study-health_and_fitness-lose_it-scenario2-video,24,580,581,589,595,67,204
popular_study-health_and_fitness-lose_it-scenario2-video,25,596,597,632,645,16,1384
popular_study-health_and_fitness-lose_it-scenario2-video,26,646,647,661,661,81,834
popular_study-health_and_fitness-lose_it-scenario2-video,27,662,662,698,721,0,1170
popular_study-health_and_fitness-lose_it-scenario2-video,28,722,730,755,757,186,690
popular_study-health_and_fitness-lose_it-scenario2-video,29,758,764,787,795,131,515
popular_study-health_and_fitness-lose_it-scenario2-video,30,796,800,824,832,117,518
